region,category,parameter,mode,powertrain,year,unit,value,value_scaled
0,0,2,1,1,2017,5,0.259999990463257,-0.062297340741358315
0,0,0,2,4,2017,4,40.0,-0.06229154793032454
0,0,0,2,5,2017,4,440.0,-0.06223324082380838
0,0,1,1,0,2017,3,1200.0,-0.06212245732142766
0,0,3,1,0,2017,3,3400.0,-0.06180176823558876
0,0,3,1,0,2018,3,5200.0,-0.06153938625626601
0,0,1,1,0,2018,3,1800.0,-0.062034996661653415
0,0,0,2,4,2018,4,61.0,-0.062288486807232445
0,0,0,2,5,2018,4,670.0,-0.06219971423756158
0,0,2,1,1,2018,5,0.419999986886978,-0.062297317418516227
0,0,4,1,1,2018,5,0.076999999582768,-0.062297367416858214
0,0,3,1,3,2018,3,5700.0,-0.061466502373120804
0,0,1,1,3,2018,3,1800.0,-0.062034996661653415
0,0,1,1,3,2019,3,2900.0,-0.06187465211873396
0,0,3,1,3,2019,3,8600.0,-0.06104377585087861
0,0,4,1,1,2019,5,0.140000000596046,-0.06229735823348879
0,0,2,1,1,2019,5,1.20000004768372,-0.062297203719649655
0,0,0,2,5,2019,4,1700.0,-0.062049573438282456
0,0,1,1,0,2019,3,6300.0,-0.06137904171334656
0,0,3,1,0,2019,3,12000.0,-0.06054816544549121
0,0,3,1,0,2020,3,17000.0,-0.059819326614039145
0,0,1,1,0,2020,3,5200.0,-0.06153938625626601
0,0,0,2,5,2020,4,2300.0,-0.06196211277850821
0,0,2,1,1,2020,5,1.10000002384186,-0.062297218296429764
0,0,4,1,1,2020,5,0.180000007152557,-0.06229735240277718
0,0,3,1,3,2020,3,10000.0,-0.06083970097807203
0,0,1,1,3,2020,3,1700.0,-0.062049573438282456
0,0,1,1,3,2021,3,3400.0,-0.06180176823558876
0,0,3,1,3,2021,3,14000.0,-0.060256629912910385
0,0,3,1,2,2021,3,44.0,-0.062290964859259376
0,0,4,1,1,2021,5,0.319999992847443,-0.062297331995291985
0,0,2,1,1,2021,5,2.79999995231628,-0.062296970491237495
0,0,0,2,4,2021,4,320.0,-0.06225073295576323
0,0,0,2,5,2021,4,2000.0,-0.06200584310839533
0,0,1,1,0,2021,3,17000.0,-0.059819326614039145
0,0,3,1,0,2021,3,34000.0,-0.057341274587102135
0,0,1,1,2,2021,3,44.0,-0.062290964859259376
0,0,1,1,2,2022,3,15.0,-0.0622951921244818
0,0,3,1,0,2022,3,67000.0,-0.05253093829951852
0,0,1,1,0,2022,3,33000.0,-0.057487042353392546
0,0,2,1,1,2022,5,5.09999990463257,-0.06229663522538198
0,0,3,1,2,2022,3,100.0,-0.06228280186434711
0,0,3,1,3,2022,3,21000.0,-0.059236255548877494
0,0,1,1,3,2022,3,5900.0,-0.06143734881986272
0,0,4,1,1,2022,5,0.589999973773956,-0.06229729263799787
0,0,0,2,4,2022,4,470.0,-0.06222886779081967
0,0,0,2,5,2022,4,2100.0,-0.06199126633176629
0,0,0,2,4,2023,4,660.0,-0.062201171915224486
0,0,0,2,5,2023,4,2100.0,-0.06199126633176629
0,0,4,1,1,2023,5,1.20000004768372,-0.062297203719649655
0,0,1,1,3,2023,3,11000.0,-0.06069393321178162
0,0,3,1,3,2023,3,31000.0,-0.05777857788597337
0,0,3,1,2,2023,3,65.0,-0.06228790373616728
0,0,2,1,1,2023,5,12.0,-0.06229562942778067
0,0,1,1,0,2023,3,87000.0,-0.04961558297371027
0,0,3,1,0,2023,3,150000.0,-0.04043221369741428
0,0,1,1,2,2023,3,6.0,-0.06229650403437841
1,0,3,1,0,2010,3,350.0,-0.06224635992277451
1,0,4,1,1,2010,5,0.00789999961853,-0.06229737748941086
1,0,4,1,1,2011,5,0.021999999880791,-0.06229737543408532
1,0,0,2,4,2011,4,0.100000001490116,-0.06229736406419931
1,0,0,2,5,2011,4,0.100000001490116,-0.06229736406419931
1,0,3,1,0,2011,3,990.0,-0.06215306855234865
1,0,3,1,0,2012,3,1400.0,-0.06209330376816958
1,0,3,1,3,2012,3,140.0,-0.0622769711536955
1,0,0,2,4,2012,4,0.100000001490116,-0.06229736406419931
1,0,0,2,5,2012,4,0.100000001490116,-0.06229736406419931
1,0,4,1,1,2012,5,0.032999999821186,-0.06229737383063989
1,0,4,1,1,2013,5,0.052999999374151,-0.06229737091528464
1,0,2,1,1,2013,5,0.200000002980232,-0.062297349487422465
1,0,0,2,4,2013,4,0.100000001490116,-0.06229736406419931
1,0,0,2,5,2013,4,0.100000001490116,-0.06229736406419931
1,0,3,1,3,2013,3,410.0,-0.06223761385679709
1,0,3,1,0,2013,3,2100.0,-0.06199126633176629
1,0,1,1,0,2013,3,650.0,-0.06220262959288739
1,0,1,1,0,2014,3,1700.0,-0.062049573438282456
1,0,3,1,0,2014,3,3400.0,-0.06180176823558876
1,0,1,1,2,2014,3,6.0,-0.06229650403437841
1,0,3,1,2,2014,3,3.0,-0.062296941337677283
1,0,3,1,3,2014,3,780.0,-0.062183679783269635
1,0,0,2,4,2014,4,0.100000001490116,-0.06229736406419931
1,0,0,2,5,2014,4,0.100000001490116,-0.06229736406419931
1,0,2,1,1,2014,5,0.569999992847443,-0.06229729555335042
1,0,4,1,1,2014,5,0.089000001549721,-0.06229736566764473
1,0,4,1,1,2015,5,0.140000000596046,-0.06229735823348879
1,0,2,1,1,2015,5,0.899999976158142,-0.06229724744998997
1,0,0,2,4,2015,4,0.100000001490116,-0.06229736406419931
1,0,0,2,5,2015,4,0.100000001490116,-0.06229736406419931
1,0,3,1,3,2015,3,1500.0,-0.06207872699154054
1,0,3,1,2,2015,3,6.0,-0.06229650403437841
1,0,1,1,2,2015,3,4.0,-0.062296795569910995
1,0,1,1,3,2015,3,1100.0,-0.0621370340980567
1,0,3,1,0,2015,3,5000.0,-0.06156853980952409
1,0,1,1,0,2015,3,1700.0,-0.062049573438282456
1,0,1,1,0,2016,3,3800.0,-0.06174346112907259
1,0,3,1,0,2016,3,9100.0,-0.06097089196773341
1,0,1,1,3,2016,3,1200.0,-0.06212245732142766
1,0,3,1,2,2016,3,13.0,-0.06229548366001438
1,0,3,1,3,2016,3,2300.0,-0.06196211277850821
1,0,0,2,4,2016,4,0.100000001490116,-0.06229736406419931
1,0,0,2,5,2016,4,0.100000001490116,-0.06229736406419931
1,0,2,1,1,2016,5,1.5,-0.06229715998932672
1,0,4,1,1,2016,5,0.239999994635582,-0.06229734365671303
1,0,4,1,1,2017,5,0.379999995231628,-0.06229732324922566
1,0,2,1,1,2017,5,2.0,-0.06229708710544358
1,0,0,2,4,2017,4,0.100000001490116,-0.06229736406419931
1,0,0,2,5,2017,4,0.100000001490116,-0.06229736406419931
1,0,3,1,3,2017,3,3900.0,-0.06172888435244355
1,0,3,1,2,2017,3,19.0,-0.06229460905341664
1,0,1,1,2,2017,3,2.0,-0.06229708710544358
1,0,1,1,3,2017,3,1700.0,-0.062049573438282456
1,0,3,1,0,2017,3,15000.0,-0.06011086214661997
1,0,1,1,0,2017,3,5400.0,-0.06151023270300793
1,0,1,1,0,2018,3,6800.0,-0.06130615783020135
1,0,3,1,0,2018,3,21000.0,-0.059236255548877494
1,0,1,1,3,2018,3,2300.0,-0.06196211277850821
1,0,1,1,2,2018,3,7.0,-0.062296358266612124
1,0,3,1,2,2018,3,24.0,-0.062293880214585186
1,0,3,1,3,2018,3,5700.0,-0.061466502373120804
1,0,0,2,4,2018,4,0.100000001490116,-0.06229736406419931
1,0,0,2,5,2018,4,0.100000001490116,-0.06229736406419931
1,0,2,1,1,2018,5,2.59999990463257,-0.06229699964479771
1,0,4,1,1,2018,5,0.529999971389771,-0.062297301384064196
1,0,4,1,1,2019,5,0.75,-0.06229726931515144
1,0,2,1,1,2019,5,3.5,-0.06229686845379414
1,0,0,2,4,2019,4,0.100000001490116,-0.06229736406419931
1,0,0,2,5,2019,4,0.100000001490116,-0.06229736406419931
1,0,3,1,3,2019,3,8000.0,-0.06113123651065286
1,0,3,1,2,2019,3,41.0,-0.06229140216255825
1,0,1,1,2,2019,3,19.0,-0.06229460905341664
1,0,3,1,0,2019,3,30000.0,-0.05792434565226378
1,0,1,1,0,2019,3,9300.0,-0.060941738414475324
1,0,1,1,3,2019,3,2200.0,-0.06197668955513725
1,0,1,1,3,2020,3,7600.0,-0.06118954361716902
1,0,1,1,0,2020,3,16000.0,-0.059965094380329556
1,0,3,1,0,2020,3,45000.0,-0.05573782915790759
1,0,1,1,2,2020,3,14.0,-0.062295337892248094
1,0,3,1,2,2020,3,45.0,-0.06229081909149309
1,0,3,1,3,2020,3,15000.0,-0.06011086214661997
1,0,0,2,4,2020,4,0.100000001490116,-0.06229736406419931
1,0,0,2,5,2020,4,0.100000001490116,-0.06229736406419931
1,0,2,1,1,2020,5,9.5,-0.0622959938471964
1,0,4,1,1,2020,5,1.20000004768372,-0.062297203719649655
1,0,4,1,1,2021,5,2.09999990463257,-0.06229707252868085
1,0,2,1,1,2021,5,20.0,-0.06229446328565035
1,0,0,2,4,2021,4,1600.0,-0.0620641502149115
1,0,0,2,5,2021,4,8900.0,-0.06100004552099149
1,0,3,1,3,2021,3,29000.0,-0.0580701134185542
1,0,3,1,2,2021,3,55.0,-0.06228936141383019
1,0,1,1,2,2021,3,14.0,-0.062295337892248094
1,0,3,1,0,2021,3,77000.0,-0.051073260636614395
1,0,1,1,0,2021,3,33000.0,-0.057487042353392546
1,0,1,1,3,2021,3,15000.0,-0.06011086214661997
1,0,1,1,3,2022,3,13000.0,-0.060402397679200796
1,0,1,1,0,2022,3,34000.0,-0.057341274587102135
1,0,3,1,0,2022,3,110000.0,-0.04626292434903078
1,0,1,1,2,2022,3,14.0,-0.062295337892248094
1,0,3,1,2,2022,3,62.0,-0.06228834103946615
1,0,3,1,3,2022,3,42000.0,-0.05617513245677883
1,0,0,2,4,2022,4,2600.0,-0.061918382448621086
1,0,0,2,5,2022,4,13000.0,-0.060402397679200796
1,0,2,1,1,2022,5,22.0,-0.06229417175011777
1,0,4,1,1,2022,5,3.0,-0.062296941337677283
1,0,4,1,1,2023,5,4.40000009536743,-0.06229673726279058
1,0,2,1,1,2023,5,26.0,-0.06229358867905261
1,0,0,2,4,2023,4,2500.0,-0.06193295922525013
1,0,0,2,5,2023,4,15000.0,-0.06011086214661997
1,0,3,1,3,2023,3,61000.0,-0.053405544897260994
1,0,3,1,2,2023,3,89.0,-0.06228440530977631
1,0,1,1,2,2023,3,9.0,-0.06229606673107954
1,0,3,1,0,2023,3,160000.0,-0.038974536034510156
1,0,1,1,0,2023,3,48000.0,-0.05530052585903636
1,0,1,1,3,2023,3,17000.0,-0.059819326614039145
2,0,3,0,0,2010,3,3.0,-0.062296941337677283
2,0,1,4,0,2010,3,7.0,-0.062296358266612124
2,0,3,4,0,2010,3,62.0,-0.06228834103946615
2,0,1,1,0,2010,3,48.0,-0.06229038178819422
2,0,3,1,0,2010,3,61.0,-0.062288486807232445
2,0,1,1,3,2010,3,8.0,-0.062296212498845836
2,0,2,1,1,2010,5,0.009999999776483,-0.06229737718329853
2,0,3,1,2,2010,3,1.0,-0.062297232873209867
2,0,3,1,3,2010,3,9.0,-0.06229606673107954
2,0,3,3,0,2010,3,2.0,-0.06229708710544358
2,0,4,0,1,2010,5,0.018999999389052,-0.062297375871388685
2,0,2,4,1,2010,5,0.013000000268221,-0.062297376745995156
2,0,4,4,1,2010,5,0.010999999940395,-0.062297377037530736
2,0,4,1,1,2010,5,0.001300000003539,-0.062297378451478064
2,0,4,3,1,2010,5,0.001300000003539,-0.062297378451478064
2,0,4,3,1,2011,5,0.00400000018999,-0.06229737805790506
2,0,4,1,1,2011,5,0.00650000013411,-0.06229737769348566
2,0,2,3,1,2011,5,0.009800000116229,-0.06229737721245203
2,0,4,4,1,2011,5,0.013000000268221,-0.062297376745995156
2,0,2,4,1,2011,5,0.039000000804663,-0.06229737295603315
2,0,4,0,1,2011,5,0.018999999389052,-0.062297375871388685
2,0,3,3,0,2011,3,6.0,-0.06229650403437841
2,0,1,3,0,2011,3,1.0,-0.062297232873209867
2,0,3,1,3,2011,3,26.0,-0.06229358867905261
2,0,3,1,2,2011,3,1.0,-0.062297232873209867
2,0,2,1,1,2011,5,0.052000001072884,-0.062297371061052154
2,0,1,1,3,2011,3,16.0,-0.06229504635671551
2,0,3,1,0,2011,3,320.0,-0.06225073295576323
2,0,1,1,0,2011,3,280.0,-0.06225656366641484
2,0,3,4,0,2011,3,79.0,-0.06228586298743922
2,0,1,4,0,2011,3,25.0,-0.0622937344468189
2,0,3,0,0,2011,3,3.0,-0.062296941337677283
2,0,3,0,0,2012,3,3.0,-0.062296941337677283
2,0,1,4,0,2012,3,260.0,-0.06225947902174065
2,0,3,4,0,2012,3,330.0,-0.06224927527810032
2,0,1,1,0,2012,3,570.0,-0.06221429101419062
2,0,3,1,0,2012,3,830.0,-0.062176391394955115
2,0,1,1,3,2012,3,340.0,-0.06224781760043742
2,0,2,1,1,2012,5,0.189999997615814,-0.06229735094510091
2,0,3,1,2,2012,3,1.0,-0.062297232873209867
2,0,3,1,3,2012,3,350.0,-0.06224635992277451
2,0,3,3,0,2012,3,7.0,-0.062296358266612124
2,0,4,0,1,2012,5,0.018999999389052,-0.062297375871388685
2,0,2,4,1,2012,5,0.46000000834465,-0.06229731158780245
2,0,4,4,1,2012,5,0.052999999374151,-0.06229737091528464
2,0,4,1,1,2012,5,0.021999999880791,-0.06229737543408532
2,0,4,3,1,2012,5,0.004800000227988,-0.062297377941290845
2,0,4,3,1,2013,5,0.004800000227988,-0.062297377941290845
2,0,4,1,1,2013,5,0.032999999821186,-0.06229737383063989
2,0,4,4,1,2013,5,0.06700000166893,-0.062297368874535575
2,0,2,4,1,2013,5,0.189999997615814,-0.06229735094510091
2,0,4,0,1,2013,5,0.018999999389052,-0.062297375871388685
2,0,0,2,4,2013,4,47.0,-0.062290527555960505
2,0,0,2,5,2013,4,330.0,-0.06224927527810032
2,0,3,3,0,2013,3,7.0,-0.062296358266612124
2,0,3,1,3,2013,3,590.0,-0.062211375658864816
2,0,3,1,2,2013,3,1.0,-0.062297232873209867
2,0,2,1,1,2013,5,0.119999997317791,-0.06229736114884459
2,0,1,1,3,2013,3,60.0,-0.06228863257499873
2,0,3,1,0,2013,3,1200.0,-0.06212245732142766
2,0,1,1,0,2013,3,500.0,-0.06222449475783095
2,0,3,4,0,2013,3,430.0,-0.06223469850147128
2,0,1,4,0,2013,3,110.0,-0.06228134418668421
2,0,3,0,0,2013,3,3.0,-0.062296941337677283
2,0,3,0,0,2014,3,7.0,-0.062296358266612124
2,0,1,4,0,2014,3,99.0,-0.06228294763211341
2,0,3,0,3,2014,3,32.0,-0.06229271407245487
2,0,3,4,0,2014,3,520.0,-0.062221579402505146
2,0,1,1,0,2014,3,1300.0,-0.06210788054479862
2,0,3,1,0,2014,3,2200.0,-0.06197668955513725
2,0,1,0,0,2014,3,3.0,-0.062296941337677283
2,0,2,1,1,2014,5,0.409999996423721,-0.0622973188761925
2,0,3,1,2,2014,3,2.0,-0.06229708710544358
2,0,3,1,3,2014,3,1500.0,-0.06207872699154054
2,0,1,1,3,2014,3,650.0,-0.06220262959288739
2,0,3,3,0,2014,3,11.0,-0.062295775195546965
2,0,1,3,0,2014,3,1.0,-0.062297232873209867
2,0,0,2,4,2014,4,55.0,-0.06228936141383019
2,0,0,2,5,2014,4,560.0,-0.06221574869185353
2,0,4,0,1,2014,5,0.239999994635582,-0.06229734365671303
2,0,2,4,1,2014,5,0.180000007152557,-0.06229735240277718
2,0,4,4,1,2014,5,0.079000003635883,-0.06229736712532209
2,0,2,0,1,2014,5,0.259999990463257,-0.062297340741358315
2,0,4,1,1,2014,5,0.06700000166893,-0.062297368874535575
2,0,2,3,1,2014,5,0.013000000268221,-0.062297376745995156
2,0,4,3,1,2014,5,0.00760000012815,-0.062297377533141116
2,0,4,3,1,2015,5,0.008399999700487,-0.06229737741652697
2,0,4,1,1,2015,5,0.129999995231628,-0.06229735969116724
2,0,4,4,1,2015,5,0.08500000089407,-0.06229736625071589
2,0,2,4,1,2015,5,0.109999999403954,-0.06229736260652195
2,0,4,0,1,2015,5,0.529999971389771,-0.062297301384064196
2,0,0,2,4,2015,4,77.0,-0.062286154522971794
2,0,0,2,5,2015,4,1300.0,-0.06210788054479862
2,0,3,3,0,2015,3,12.0,-0.06229562942778067
2,0,1,1,3,2015,3,2500.0,-0.06193295922525013
2,0,3,1,3,2015,3,3800.0,-0.06174346112907259
2,0,3,1,2,2015,3,8.0,-0.062296212498845836
2,0,2,1,1,2015,5,0.769999980926514,-0.06229726639979889
2,0,3,1,0,2015,3,3300.0,-0.0618163450122178
2,0,1,1,2,2015,3,2.0,-0.06229708710544358
2,0,1,1,0,2015,3,1400.0,-0.06209330376816958
2,0,3,4,0,2015,3,570.0,-0.06221429101419062
2,0,3,0,3,2015,3,80.0,-0.06228571721967292
2,0,1,4,0,2015,3,68.0,-0.06228746643286841
2,0,3,0,0,2015,3,7.0,-0.062296358266612124
2,0,3,0,0,2016,3,7.0,-0.062296358266612124
2,0,1,4,0,2016,3,140.0,-0.0622769711536955
2,0,3,0,3,2016,3,110.0,-0.06228134418668421
2,0,3,4,0,2016,3,690.0,-0.062196798882235775
2,0,1,1,0,2016,3,2100.0,-0.06199126633176629
2,0,3,4,3,2016,3,1.0,-0.062297232873209867
2,0,1,1,2,2016,3,7.0,-0.062296358266612124
2,0,3,1,0,2016,3,5200.0,-0.06153938625626601
2,0,2,1,1,2016,5,1.70000004768372,-0.06229713083576651
2,0,3,1,2,2016,3,20.0,-0.06229446328565035
2,0,3,1,3,2016,3,11000.0,-0.06069393321178162
2,0,1,1,3,2016,3,7100.0,-0.06126242750031423
2,0,3,3,0,2016,3,13.0,-0.06229548366001438
2,0,1,3,0,2016,3,1.0,-0.062297232873209867
2,0,0,2,4,2016,4,110.0,-0.06228134418668421
2,0,0,2,5,2016,4,1500.0,-0.06207872699154054
2,0,4,0,1,2016,5,0.75,-0.06229726931515144
2,0,2,4,1,2016,5,0.209999993443489,-0.062297348029746194
2,0,4,4,1,2016,5,0.097000002861023,-0.06229736450150241
2,0,4,1,1,2016,5,0.280000001192093,-0.06229733782600142
2,0,2,3,1,2016,5,0.009999999776483,-0.06229737718329853
2,0,4,3,1,2016,5,0.009100000374019,-0.06229737731448943
2,0,4,3,1,2017,5,0.009700000286102,-0.062297377227028786
2,0,4,1,1,2017,5,0.529999971389771,-0.062297301384064196
2,0,4,4,1,2017,5,0.109999999403954,-0.06229736260652195
2,0,2,4,1,2017,5,0.170000001788139,-0.06229735386045563
2,0,4,0,1,2017,5,0.910000026226044,-0.06229724599230501
2,0,2,0,1,2017,5,0.230000004172325,-0.0622973451143893
2,0,0,2,4,2017,4,220.0,-0.06226530973239227
2,0,0,2,5,2017,4,1500.0,-0.06207872699154054
2,0,3,3,0,2017,3,14.0,-0.062295337892248094
2,0,1,1,3,2017,3,12000.0,-0.06054816544549121
2,0,3,1,3,2017,3,23000.0,-0.05894472001629667
2,0,3,1,2,2017,3,31.0,-0.062292859840221156
2,0,2,1,1,2017,5,2.59999990463257,-0.06229699964479771
2,0,3,1,0,2017,3,7500.0,-0.061204120393798064
2,0,1,1,2,2017,3,11.0,-0.062295775195546965
2,0,3,4,3,2017,3,4.0,-0.062296795569910995
2,0,1,1,0,2017,3,2700.0,-0.061903805671992045
2,0,3,4,0,2017,3,780.0,-0.062183679783269635
2,0,1,4,3,2017,3,1.0,-0.062297232873209867
2,0,3,0,3,2017,3,130.0,-0.0622784288313584
2,0,1,4,0,2017,3,130.0,-0.0622784288313584
2,0,3,0,0,2017,3,10.0,-0.06229592096331325
2,0,1,0,3,2017,3,2.0,-0.06229708710544358
2,0,3,0,0,2018,3,21.0,-0.06229431751788406
2,0,1,4,0,2018,3,260.0,-0.06225947902174065
2,0,3,0,3,2018,3,140.0,-0.0622769711536955
2,0,1,4,3,2018,3,2.0,-0.06229708710544358
2,0,3,4,0,2018,3,1000.0,-0.06215161087468574
2,0,1,1,0,2018,3,3600.0,-0.061772614682330675
2,0,3,4,3,2018,3,7.0,-0.062296358266612124
2,0,1,1,2,2018,3,13.0,-0.06229548366001438
2,0,3,1,0,2018,3,11000.0,-0.06069393321178162
2,0,1,0,0,2018,3,14.0,-0.062295337892248094
2,0,2,1,1,2018,5,2.40000009536743,-0.06229702879832316
2,0,3,1,2,2018,3,44.0,-0.062290964859259376
2,0,3,1,3,2018,3,33000.0,-0.057487042353392546
2,0,1,1,3,2018,3,9600.0,-0.060898008084588194
2,0,3,3,0,2018,3,17.0,-0.06229490058894922
2,0,1,3,0,2018,3,1.0,-0.062297232873209867
2,0,0,2,4,2018,4,240.0,-0.06226239437706646
2,0,0,2,5,2018,4,2700.0,-0.061903805671992045
2,0,2,0,1,2018,5,1.39999997615814,-0.062297174566106825
2,0,4,0,1,2018,5,1.10000002384186,-0.062297218296429764
2,0,2,4,1,2018,5,0.340000003576279,-0.0622973290799351
2,0,4,4,1,2018,5,0.129999995231628,-0.06229735969116724
2,0,4,1,1,2018,5,0.740000009536743,-0.06229727077282771
2,0,2,3,1,2018,5,0.008799999952316,-0.06229737735821982
2,0,4,3,1,2018,5,0.012000000104308,-0.06229737689176295
2,0,4,3,1,2019,5,0.012000000104308,-0.06229737689176295
2,0,4,1,1,2019,5,1.0,-0.062297232873209867
2,0,2,4,1,2019,5,0.490000009536743,-0.06229730721476928
2,0,4,0,1,2019,5,1.39999997615814,-0.062297174566106825
2,0,2,0,1,2019,5,3.70000004768372,-0.062296839300233935
2,0,0,2,4,2019,4,360.0,-0.06224490224511161
2,0,0,2,5,2019,4,6100.0,-0.06140819526660464
2,0,3,3,0,2019,3,17.0,-0.06229490058894922
2,0,1,1,3,2019,3,8900.0,-0.06100004552099149
2,0,3,1,3,2019,3,41000.0,-0.056320900223069244
2,0,3,1,2,2019,3,41.0,-0.06229140216255825
2,0,2,1,1,2019,5,3.20000004768372,-0.06229691218411708
2,0,4,4,1,2019,5,0.170000001788139,-0.06229735386045563
2,0,1,0,0,2019,3,37.0,-0.06229198523362341
2,0,3,1,0,2019,3,19000.0,-0.05952779108145832
2,0,1,1,2,2019,3,12.0,-0.06229562942778067
2,0,3,4,3,2019,3,13.0,-0.06229548366001438
2,0,1,1,0,2019,3,8800.0,-0.06101462229762053
2,0,3,4,0,2019,3,1400.0,-0.06209330376816958
2,0,3,0,3,2019,3,160.0,-0.06227405579836969
2,0,1,4,0,2019,3,400.0,-0.06223907153445999
2,0,3,0,0,2019,3,59.0,-0.06228877834276502
2,0,3,0,2,2019,3,1.0,-0.062297232873209867
2,0,1,0,3,2019,3,11.0,-0.062295775195546965
2,0,1,0,3,2020,3,43.0,-0.06229111062702567
2,0,3,0,2,2020,3,2.0,-0.06229708710544358
2,0,3,0,0,2020,3,75.0,-0.06228644605850438
2,0,1,4,0,2020,3,470.0,-0.06222886779081967
2,0,3,0,3,2020,3,200.0,-0.06226822508771807
2,0,3,4,0,2020,3,1800.0,-0.062034996661653415
2,0,1,4,3,2020,3,26.0,-0.06229358867905261
2,0,1,1,0,2020,3,15000.0,-0.06011086214661997
2,0,3,4,3,2020,3,50.0,-0.062290090252661634
2,0,1,1,2,2020,3,4.0,-0.062296795569910995
2,0,3,1,0,2020,3,32000.0,-0.05763281011968296
2,0,1,0,0,2020,3,12.0,-0.06229562942778067
2,0,4,4,1,2020,5,0.219999998807907,-0.06229734657206775
2,0,2,1,1,2020,5,11.0,-0.062295775195546965
2,0,3,1,2,2020,3,64.0,-0.062288049503933574
2,0,3,1,3,2020,3,73000.0,-0.05165633170177605
2,0,1,1,3,2020,3,32000.0,-0.05763281011968296
2,0,3,3,0,2020,3,19.0,-0.06229460905341664
2,0,1,3,0,2020,3,6.0,-0.06229650403437841
2,0,0,2,4,2020,4,480.0,-0.06222741011315676
2,0,0,2,5,2020,4,8000.0,-0.06113123651065286
2,0,2,0,1,2020,5,7.0,-0.062296358266612124
2,0,4,0,1,2020,5,1.79999995231628,-0.06229711625900378
2,0,2,4,1,2020,5,0.699999988079071,-0.06229727660354149
2,0,4,1,1,2020,5,1.79999995231628,-0.06229711625900378
2,0,2,3,1,2020,5,0.079000003635883,-0.06229736712532209
2,0,4,3,1,2020,5,0.013000000268221,-0.062297376745995156
2,0,4,3,1,2021,5,0.016000000759959,-0.06229737630869179
2,0,2,3,1,2021,5,0.059999998658896,-0.06229736989491037
2,0,4,1,1,2021,5,2.90000009536743,-0.06229695591444001
2,0,2,4,1,2021,5,0.879999995231628,-0.06229725036534252
2,0,4,0,1,2021,5,2.09999990463257,-0.06229707252868085
2,0,2,0,1,2021,5,26.0,-0.06229358867905261
2,0,0,2,4,2021,4,790.0,-0.062182222105606734
2,0,0,2,5,2021,4,12000.0,-0.06054816544549121
2,0,1,3,0,2021,3,5.0,-0.06229664980214471
2,0,3,3,0,2021,3,21.0,-0.06229431751788406
2,0,1,1,3,2021,3,48000.0,-0.05530052585903636
2,0,3,1,3,2021,3,120000.0,-0.044805246686126655
2,0,3,1,2,2021,3,85.0,-0.06228498838084147
2,0,2,1,1,2021,5,18.0,-0.06229475482118293
2,0,4,4,1,2021,5,0.300000011920929,-0.062297334910644535
2,0,1,0,0,2021,3,220.0,-0.06226530973239227
2,0,3,1,0,2021,3,52000.0,-0.05471745479387471
2,0,1,1,2,2021,3,21.0,-0.06229431751788406
2,0,3,4,3,2021,3,110.0,-0.06228134418668421
2,0,1,1,0,2021,3,23000.0,-0.05894472001629667
2,0,1,4,3,2021,3,39.0,-0.06229169369809083
